"","logFC","logCPM","LR","PValue","FDR","gene_name","gene_type"
"ENSG00000064547",1.08091482884465,4.48542307129099,227.438006629503,2.15816157023061e-51,2.26073799287584e-50,"LPAR2","protein_coding"
"ENSG00000064652",1.01406137891766,3.83195564243813,174.431089673187,7.96972238153878e-40,5.79602666114519e-39,"SNX24","protein_coding"
"ENSG00000064787",2.63943783430387,5.3037571313741,125.490558231097,3.97476681206054e-29,1.94842489744259e-28,"BCAS1","protein_coding"
"ENSG00000065325",-3.36448219716271,-0.711175377898243,330.712027881786,6.72523143094241e-74,1.19467795137096e-72,"GLP2R","protein_coding"
"ENSG00000065328",3.54020120071554,3.68920623673242,400.840102919452,3.6145587025621e-89,8.27487881378799e-88,"MCM10","protein_coding"
"ENSG00000065534",-2.16449888687898,7.33514138618833,572.544235334647,1.56992628994498e-126,7.13785834157966e-125,"MYLK","protein_coding"
"ENSG00000065600",1.61316951389504,3.91685776701086,396.365786989857,3.40459975820112e-88,7.63295612456469e-87,"PACC1","protein_coding"
"ENSG00000065618",-2.81184052486763,5.98516306034397,310.059537141465,2.11960497569548e-69,3.4366496301696e-68,"COL17A1","protein_coding"
"ENSG00000065665",1.25092147923219,3.31000882583778,266.26778551423,7.38498747594542e-60,9.69994482951619e-59,"SEC61A2","protein_coding"
"ENSG00000065833",-1.40299765535517,4.48635862138745,132.927421531968,9.37782371141322e-31,4.88162400563424e-30,"ME1","protein_coding"
"ENSG00000065911",1.55698253618058,6.55072512831504,370.961036052723,1.15597247460466e-82,2.3834295049856e-81,"MTHFD2","protein_coding"
"ENSG00000066032",3.90995194266757,0.213801826176695,55.9471494461907,7.44455957103528e-14,1.83781969919052e-13,"CTNNA2","protein_coding"
"ENSG00000066056",-1.34215684950457,5.00531078546799,387.339981807964,3.14030232646617e-86,6.88994340581806e-85,"TIE1","protein_coding"
"ENSG00000066248",1.25851294816664,2.69148192522147,82.1425155043339,1.26619436548291e-19,4.15426763645822e-19,"NGEF","protein_coding"
"ENSG00000066279",3.91248446800269,5.38383805705207,563.298643609384,1.6108563925286e-124,7.01333793220318e-123,"ASPM","protein_coding"
"ENSG00000066735",-1.67172855547665,3.23343576539662,365.155813387757,2.12296215324661e-81,4.26890482464691e-80,"KIF26A","protein_coding"
"ENSG00000066813",-2.00076910936367,-3.19208194222485,40.08572340745,2.43058880986136e-10,4.96581488806387e-10,"ACSM2B","protein_coding"
"ENSG00000066855",1.1952988566621,5.76656138934966,171.970916087637,2.74607827780825e-39,1.95911692789502e-38,"MTFR1","protein_coding"
"ENSG00000067082",-1.3299369912366,7.9316719337197,351.619327190189,1.88152702940332e-78,3.59443532894336e-77,"KLF6","protein_coding"
"ENSG00000067113",-1.72134290976866,5.19395881055518,743.89609205781,8.52350295911765e-164,6.81356250891761e-162,"PLPP1","protein_coding"
"ENSG00000156510",1.41644085352786,-1.86178949309521,27.3180145544377,1.72595912162083e-07,2.99962867924925e-07,"HKDC1","protein_coding"
"ENSG00000156564",3.59922307767451,0.156825568563675,197.385881904203,7.76800191620217e-45,6.62794739175517e-44,"LRFN2","protein_coding"
"ENSG00000156574",-1.33128100609758,-2.67385761578796,88.6093963722169,4.80998975030932e-21,1.67893432497823e-20,"NODAL","protein_coding"
"ENSG00000156675",1.16780749420539,7.23471887738811,52.3294593311944,4.69281531614532e-13,1.11232668296773e-12,"RAB11FIP1","protein_coding"
"ENSG00000156687",2.66873935313864,-0.908145744926894,17.8646875328957,2.37181552152123e-05,3.62046186784094e-05,"UNC5D","protein_coding"
"ENSG00000156689",1.03840223274196,4.75848800305894,14.5652477784745,0.000135388571588566,0.000196513922372003,"GLYATL2","protein_coding"
"ENSG00000156738",1.36256505342073,3.83415788985288,24.3789866675513,7.91271033758522e-07,1.3202516264722e-06,"MS4A1","protein_coding"
"ENSG00000156787",1.60327946069719,3.48151081269136,283.979534208688,1.01954903762906e-63,1.4633041927119e-62,"TBC1D31","protein_coding"
"ENSG00000156795",1.1450231090884,3.95465609546277,224.062402673183,1.17572544133396e-50,1.20002745856718e-49,"NTAQ1","protein_coding"
"ENSG00000156802",2.08750863785672,6.26296541182175,332.195967634654,3.19526886418419e-74,5.70730029266598e-73,"ATAD2","protein_coding"
"ENSG00000156804",-1.02754062680758,7.26841661036314,106.918677440036,4.63816731163024e-25,1.92565886363022e-24,"FBXO32","protein_coding"
"ENSG00000156873",1.18460699224254,5.30520521958827,323.766392048715,2.19035371360523e-72,3.78748662977571e-71,"PHKG2","protein_coding"
"ENSG00000156876",1.08863254767025,3.73020158129457,291.392744356515,2.47225002825417e-65,3.68663889916649e-64,"SASS6","protein_coding"
"ENSG00000156885",-5.37099367767652,-0.0141115988565852,466.508592517902,1.84302184514863e-103,5.49665765896393e-102,"COX6A2","protein_coding"
"ENSG00000156920",-3.26749174672063,-3.82114200149946,133.615242183091,6.63191905340244e-31,3.47917109028011e-30,"ADGRG4","protein_coding"
"ENSG00000156925",4.54909142640366,-2.35314517451816,33.2804668738452,7.97799780433586e-09,1.49740999974568e-08,"ZIC3","protein_coding"
"ENSG00000156959",3.14060970589807,-0.295087775373884,42.5021390061827,7.06049668921892e-11,1.48672123419211e-10,"LHFPL4","protein_coding"
"ENSG00000156970",3.39236690519303,4.15796796981555,607.428183787414,4.05626530569892e-134,2.17954420902637e-132,"BUB1B","protein_coding"
"ENSG00000157064",-1.62014783211418,2.62118626045159,110.603350273972,7.22773141883895e-26,3.11482327274533e-25,"NMNAT2","protein_coding"
"ENSG00000157103",1.16299516738509,0.767011695568533,94.0468942622683,3.08136492302488e-22,1.1320780339725e-21,"SLC6A1","protein_coding"
"ENSG00000157111",2.6598289197516,-0.721915747421881,103.689319340391,2.36663620009199e-24,9.54336139813817e-24,"TMEM171","protein_coding"
"ENSG00000157150",-4.46104462490753,3.76352716295753,1037.96790689071,1.00360661595021e-227,1.70220409079208e-225,"TIMP4","protein_coding"
"ENSG00000157152",-2.72856233502743,2.13877365931486,478.270145518806,5.08343812847746e-106,1.59153227441337e-104,"SYN2","protein_coding"
"ENSG00000157168",-2.10601300876446,3.01232845326358,214.037636687464,1.8072025715468e-48,1.71446917110994e-47,"NRG1","protein_coding"
"ENSG00000157193",1.772448631854,3.85002605516714,152.393361003811,5.1982197590536e-35,3.2146885352042e-34,"LRP8","protein_coding"
"ENSG00000157211",-1.32245447580722,-4.28785054132212,32.8919863186771,9.74240389500479e-09,1.81877477002363e-08,"CDCP2","protein_coding"
"ENSG00000157227",1.10250905654262,8.89673103902144,113.709151079952,1.50895094291805e-26,6.6997696657447e-26,"MMP14","protein_coding"
"ENSG00000157303",2.03521254078231,5.89247343323274,104.548966567438,1.53356261316386e-24,6.22003301513019e-24,"SUSD3","protein_coding"
"ENSG00000157330",3.12815008064925,-2.39242489455046,30.0533018841169,4.20332216673166e-08,7.57794610057316e-08,"C1orf158","protein_coding"
"ENSG00000157335",1.53940610240565,-4.24054692745149,10.4857600995479,0.00120298116639881,0.00162945469795894,"CLEC18C","protein_coding"
"ENSG00000157343",1.07182995019116,-1.02747207853673,56.8329011393557,4.74461529834043e-14,1.18312095875901e-13,"ARMC12","protein_coding"
"ENSG00000157368",-1.52386953830712,4.02519819373246,141.07730252898,1.54752902416068e-32,8.70373518346425e-32,"IL34","protein_coding"
"ENSG00000157388",1.52620497028299,4.69385081469182,85.9694725440324,1.82734917612045e-20,6.22684236202471e-20,"CACNA1D","protein_coding"
"ENSG00000157399",1.15726764492446,1.42890147771543,67.9135527641533,1.70822986516459e-16,4.82534735988926e-16,"ARSL","protein_coding"
"ENSG00000157404",-2.92128965222149,5.83292198249317,571.288248560349,2.94502204112871e-126,1.32969108593091e-124,"KIT","protein_coding"
"ENSG00000157423",1.09730016393325,0.582716020668156,36.9268071958877,1.22647982440772e-09,2.4095980031298e-09,"HYDIN","protein_coding"
"ENSG00000157456",3.38021317092558,4.63444459628043,525.559109635712,2.61274009411265e-116,9.76273860836538e-115,"CCNB2","protein_coding"
"ENSG00000157502",1.27811664981427,2.78225560946441,40.7372599055768,1.74135025384225e-10,3.58659310466665e-10,"PWWP3B","protein_coding"
"ENSG00000157510",-1.49639465813567,3.94060134487112,518.139276414431,1.07490065496671e-114,3.88258097687512e-113,"AFAP1L1","protein_coding"
"ENSG00000157542",3.81136349346268,0.0805551288705691,145.453008451992,1.70971249960414e-33,9.93089407527659e-33,"KCNJ6","protein_coding"
"ENSG00000157554",-1.53415969951295,4.27899991632319,501.454483166024,4.58674954199905e-111,1.56406555623587e-109,"ERG","protein_coding"
"ENSG00000157557",-1.29101157665398,6.12636836830826,338.194081620137,1.5782308540779e-75,2.87158515007364e-74,"ETS2","protein_coding"
"ENSG00000157578",1.35779608839983,2.21126899285163,212.638541380009,3.64945115163629e-48,3.43710983643968e-47,"LCA5L","protein_coding"
"ENSG00000157601",1.68550269896733,7.82146853837954,92.9220786702037,5.4394298935682e-22,1.97792841301357e-21,"MX1","protein_coding"
"ENSG00000157613",2.19757895847637,6.31695285618409,203.034058213421,4.5473329157827e-46,4.03529247144411e-45,"CREB3L1","protein_coding"
"ENSG00000157617",-1.5995266661508,5.62250965514822,574.507296451596,5.87307132584229e-127,2.6890670471961e-125,"C2CD2","protein_coding"
"ENSG00000157653",1.09226308976597,0.219957201613102,91.7890828356831,9.6424956596643e-22,3.47325720852728e-21,"C9orf43","protein_coding"
"ENSG00000157654",-2.56032599493506,-0.199315551970194,468.774133657688,5.92279813112064e-104,1.7910725201164e-102,"PALM2AKAP2","protein_coding"
"ENSG00000157734",1.43872989732039,3.13208302340933,88.1509044106917,6.06466419782153e-21,2.10482696047169e-20,"SNX22","protein_coding"
"ENSG00000157766",4.25681222071687,3.85971029389427,186.213213701347,2.13278706947875e-42,1.68148794624831e-41,"ACAN","protein_coding"
"ENSG00000157778",1.13572964224163,4.94634451773097,242.102170701363,1.36882091560609e-54,1.57422476172741e-53,"PSMG3","protein_coding"
"ENSG00000157782",-2.26023601248144,-0.342149553801734,809.348701877199,5.00610199598359e-178,4.93151613291212e-176,"CABP1","protein_coding"
"ENSG00000157851",4.83734890746928,1.21323517063542,50.8205345061256,1.01209296608249e-12,2.35768222900261e-12,"DPYSL5","protein_coding"
"ENSG00000157856",1.28355919564863,-1.00042530259268,27.8915170360497,1.28311076330561e-07,2.2474026076038e-07,"DRC1","protein_coding"
"ENSG00000157884",2.29599370525511,-3.30998651330855,23.1539838843734,1.49533083164255e-06,2.44931372784581e-06,"CIB4","protein_coding"
"ENSG00000157890",1.08304987195698,-0.716580347004027,28.2568415257074,1.06238469201994e-07,1.86918757151804e-07,"MEGF11","protein_coding"
"ENSG00000157999",1.02947887074225,-0.535860986513851,65.1220408962076,7.04002362044301e-16,1.92696689189926e-15,"ANKRD61","protein_coding"
"ENSG00000158014",1.6152786880132,1.29214979577353,40.0738398346887,2.44542017397791e-10,4.99506969247452e-10,"SLC30A2","protein_coding"
"ENSG00000158022",-3.43401835819017,-0.922621005410282,408.118275615615,9.41308131728367e-91,2.22278633285252e-89,"TRIM63","protein_coding"
"ENSG00000158023",1.17532804637885,2.48574646625117,78.4068651360708,8.38602209481263e-19,2.64461375843687e-18,"CFAP251","protein_coding"
"ENSG00000158042",1.00286504637458,5.81024729680592,248.637821577401,5.145292189033e-56,6.16834198814312e-55,"MRPL17","protein_coding"
"ENSG00000158050",-1.05032559122968,4.04032543628893,108.737446000911,1.85271257668373e-25,7.84567060534438e-25,"DUSP2","protein_coding"
"ENSG00000158055",1.59964077681099,2.30917239122363,101.740484075817,6.32935179067306e-24,2.50566281057597e-23,"GRHL3","protein_coding"
"ENSG00000158089",1.53863929164485,3.22548225028052,69.7208632809693,6.83196334325603e-17,1.96689955734626e-16,"GALNT14","protein_coding"
"ENSG00000158104",-1.67635076529608,0.821410318378124,77.2400896553804,1.51389232695174e-18,4.72228847548277e-18,"HPD","protein_coding"
"ENSG00000158106",1.83562060349382,5.91229543803181,321.857584749501,5.70535491702442e-72,9.7960341246973e-71,"RHPN1","protein_coding"
"ENSG00000158164",2.15132726366231,1.5754637415055,82.7213091091744,9.44772345145628e-20,3.11912400001108e-19,"TMSB15A","protein_coding"
"ENSG00000158186",-2.13868465748309,5.71102571068021,652.357551201943,6.8610669714179e-144,4.30305824043428e-142,"MRAS","protein_coding"
"ENSG00000158201",1.01282855034217,4.70999666911387,119.195685078899,9.48911122307027e-28,4.42575596379688e-27,"ABHD3","protein_coding"
"ENSG00000158301",-1.30645879309691,3.68360498083784,422.931803539562,5.61448303434338e-94,1.41121767506273e-92,"GPRASP2","protein_coding"
"ENSG00000158315",1.40875362161991,2.32960880172046,134.797736653579,3.65576282388725e-31,1.9392345357607e-30,"RHBDL2","protein_coding"
"ENSG00000158352",-1.0999735708882,3.79964546728676,240.487960437565,3.07828489480686e-54,3.51739583322834e-53,"SHROOM4","protein_coding"
"ENSG00000158373",2.87897858516051,5.44673536036456,322.035346068617,5.21870950245146e-72,8.96836377491768e-71,"H2BC5","protein_coding"
"ENSG00000158402",3.97794491023652,2.66137654992161,665.982047192751,7.47128060398638e-147,4.89017879801189e-145,"CDC25C","protein_coding"
"ENSG00000158406",3.0401363481725,2.95442206807096,199.288949412874,2.98538536397238e-45,2.58225904763997e-44,"H4C8","protein_coding"
"ENSG00000158423",1.46069750593284,2.0391298081478,147.819978653162,5.19377440710728e-34,3.08667184066507e-33,"RIBC1","protein_coding"
"ENSG00000158427",1.76632001008541,-1.20932244108888,91.6862730041332,1.0156700387826e-21,3.65105862632779e-21,"TMSB15B","protein_coding"
"ENSG00000158428",2.30940358310616,-0.516896752294971,118.528984886549,1.32799349333117e-27,6.15407771143373e-27,"CATIP","protein_coding"
"ENSG00000158445",-2.8156912327547,2.80347633934773,367.961297248739,5.20099166325077e-82,1.05672231658027e-80,"KCNB1","protein_coding"
"ENSG00000158458",-2.27967921358062,1.26665431091448,272.328829353097,3.52662242469442e-61,4.78017862360421e-60,"NRG2","protein_coding"
"ENSG00000158477",3.62413285346164,0.905115246971049,117.174650834674,2.62869767352667e-27,1.20415096576181e-26,"CD1A","protein_coding"
"ENSG00000158485",1.9609521799675,-1.05703966052889,45.8371844761616,1.2850103977747e-11,2.81651059766214e-11,"CD1B","protein_coding"
"ENSG00000158486",1.97769821056483,0.167051323993397,66.4386432694248,3.60956002477936e-16,1.0031984651371e-15,"DNAH3","protein_coding"
"ENSG00000158488",1.34803878774213,1.1746878216628,51.9633534138027,5.65461903032256e-13,1.33301116976603e-12,"CD1E","protein_coding"
"ENSG00000158516",-2.27787377496032,-2.58548605378794,95.2681734047694,1.66264810423992e-22,6.18892199870221e-22,"CPA2","protein_coding"
"ENSG00000158555",-1.42379301289177,4.57695626830146,249.760875596744,2.92799987275634e-56,3.52752547980929e-55,"GDPD5","protein_coding"
"ENSG00000158571",-3.15711244865543,1.42048878421168,767.004453469927,8.05519136485634e-169,6.7143806654497e-167,"PFKFB1","protein_coding"
"ENSG00000158578",-3.32209140443926,-2.70282081085965,311.029949759117,1.3027415092678e-69,2.11926381470128e-68,"ALAS2","protein_coding"
"ENSG00000158639",5.46327312769138,-1.4831420464275,35.3134619889142,2.80685209385941e-09,5.40984684690987e-09,"PAGE5","protein_coding"
"ENSG00000158714",1.75691676867316,4.14242867892375,155.105041924146,1.32812498777486e-35,8.39983070251256e-35,"SLAMF8","protein_coding"
"ENSG00000158748",1.73537655884248,-2.25164117782781,29.8157228120217,4.75123139568423e-08,8.53340408589511e-08,"HTR6","protein_coding"
"ENSG00000158764",4.44337315825386,-2.79399294398912,36.3748702883154,1.62788639946432e-09,3.1748749346617e-09,"ITLN2","protein_coding"
"ENSG00000158786",3.65744792556958,-3.00512233838756,46.8112660975851,7.81627783847919e-12,1.73403661555433e-11,"PLA2G2F","protein_coding"
"ENSG00000158806",-1.1131625625079,0.398728818669467,59.8438873913601,1.02687783384403e-14,2.64238155001687e-14,"NPM2","protein_coding"
"ENSG00000158813",-1.19043633956924,1.92651858788667,193.207656294949,6.34160163581715e-44,5.27700255574289e-43,"EDA","protein_coding"
"ENSG00000158815",-1.4912765612956,-2.44641547501901,65.5813984832082,5.57626032544275e-16,1.53406146188661e-15,"FGF17","protein_coding"
"ENSG00000158850",1.18176894643805,6.40200501779989,310.747747947076,1.50083675953303e-69,2.43948508289098e-68,"B4GALT3","protein_coding"
"ENSG00000158856",-1.6538048791415,5.23271209805315,329.273658509307,1.38352185482798e-73,2.44213518356739e-72,"DMTN","protein_coding"
"ENSG00000158874",4.12419473394794,-3.03262027175057,25.9834420988453,3.44358179201099e-07,5.87535539303484e-07,"APOA2","protein_coding"
"ENSG00000158955",-1.26214822869824,-2.18597810331222,84.3235011921765,4.200918193859e-20,1.40933796648125e-19,"WNT9B","protein_coding"
"ENSG00000158966",-2.04844106975736,4.32731630467208,631.216894666983,2.71742966392048e-139,1.60616562408391e-137,"CACHD1","protein_coding"
"ENSG00000159055",1.25130076465607,4.12547175872129,283.714372656758,1.16463185919855e-63,1.66662835023241e-62,"MIS18A","protein_coding"
"ENSG00000159147",1.77568286718355,4.60458745574237,365.719892128391,1.60000278128129e-81,3.22397254637309e-80,"DONSON","protein_coding"
"ENSG00000159166",1.13513940386326,6.08002492986631,50.4797734325355,1.20399297604284e-12,2.79304031847236e-12,"LAD1","protein_coding"
"ENSG00000159173",-2.93098132517967,2.08295279912713,418.05983126473,6.45281532388042e-93,1.59723556969908e-91,"TNNI1","protein_coding"
"ENSG00000159176",-1.37528284664692,8.58021993822912,455.066495903594,5.69533702242869e-101,1.6336404209187e-99,"CSRP1","protein_coding"
"ENSG00000159184",6.18915975406033,2.47858303696616,98.3340886171727,3.53429245662784e-23,1.35434920169992e-22,"HOXB13","protein_coding"
"ENSG00000159200",-1.70046330359596,6.26747493508445,269.81215888168,1.24694832821448e-60,1.66132015996062e-59,"RCAN1","protein_coding"
"ENSG00000159208",1.02130553078378,3.39935891572944,65.3456413325705,6.28487771256472e-16,1.72511314077646e-15,"CIART","protein_coding"
